"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"4006"	"NMH002265"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4007"	"NMH002266"	"N. Macías & S. de la Cruz"	"3/27/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4008"	"NMH002399"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4009"	"NMH002400"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4010"	"NMH002401"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4011"	"NMH002402"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4012"	"NMH002403"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4013"	"NMH002404"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4014"	"NMH002405"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4015"	"NMH002406"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4016"	"NMH002407"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4017"	"NMH002408"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4018"	"NMH002409"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4019"	"NMH002410"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4020"	"NMH002411"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4021"	"NMH002412"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4022"	"NMH002413"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4023"	"NMH002414"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4024"	"NMH002415"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4025"	"NMH002416"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4026"	"NMH002417"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4027"	"NMH002418"	"N. Macías & C. Díaz"	"4/17/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4028"	"NMH002454"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4029"	"NMH002455"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4030"	"NMH002456"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4031"	"NMH002457"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4032"	"NMH002458"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4033"	"NMH002459"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4034"	"NMH002460"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4035"	"NMH002461"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4036"	"NMH002462"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4037"	"NMH002463"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4038"	"NMH002464"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4039"	"NMH002465"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4040"	"NMH002466"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4041"	"NMH002467"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4042"	"NMH002468"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4043"	"NMH002470"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4044"	"NMH002471"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4045"	"NMH002472"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4046"	"NMH002473"	"N. Macías & C. Díaz"	"5/14/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4047"	"NMH002602"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Ctra. Juego de Bolas- Laguna Grande"	"Agulo"	"La Gomera"	"Canary Islands"	28.129925	-17.254707	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4048"	"NMH002603"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Ctra. Juego de Bolas- Laguna Grande"	"Agulo"	"La Gomera"	"Canary Islands"	28.129925	-17.254707	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4049"	"NMH002604"	"N. Macías & S. de la Cruz"	"3/26/2013"	"Ctra. Juego de Bolas- Laguna Grande"	"Agulo"	"La Gomera"	"Canary Islands"	28.129925	-17.254707	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4050"	"NMH002621"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4051"	"NMH002622"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4052"	"NMH002623"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4053"	"NMH002626"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4054"	"NMH002627"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4055"	"NMH002628"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4056"	"NMH002629"	"N. Macías & A. Hernández"	"6/4/2013"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4057"	"NMH002632"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4058"	"NMH002747"	"P. Oromí"	"4/18/2014"	"Reventón Oscuro. Bosque del Cedro"	"Hermigua"	"La Gomera"	"Canary Islands"	28.125809	-17.216616	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4059"	"NMH002931"	"Planas, E. & Espluga, R."	"2/15/2011"	"Ermita de Las Nieves"	""	"La Gomera"	"Canary Islands"	28.101134	-17.202401	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4060"	"NMH003239"	"S. de la Cruz & N. Macías"	"2/4/2008"	"Mña. de Las Pilas, Cno. La Mérica"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.113283	-17.335701	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4061"	"NMH003240"	"S. de la Cruz & N. Macías"	"2/4/2008"	"Mña. de Las Pilas, Cno. La Mérica"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.113283	-17.335701	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4062"	"NMH003246"	"N. Macías"	"2/24/2008"	"La Asomadita (Pista forestal Chipude)"	"Vallehermoso"	"La Gomera"	""	28.1116	-17.2648	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4063"	"NMH003250"	"S. de la Cruz & N. Macías"	"2/2/2008"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4064"	"NMH003251"	"S. de la Cruz & N. Macías"	"2/2/2008"	"Monte del Cedro"	""	"La Gomera"	"Canary Islands"	28.119283	-17.23729	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4065"	"NMH003374"	"P. Oromí"	"4/21/2011"	"La Campana"	"Hermigua"	"La Gomera"	"Canary Islands"	28.158055	-17.160623	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4066"	"UB2593_106"	"P. Oromí"	"9/10/1993"	"Barranco de Matarnos. Monte del Cedro"	"Hermigua"	"La Gomera"	"Canary Islands"	28.12504	-17.242183	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4067"	"UB2595"	"P. Oromí"	"12/29/1993"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4068"	"UB2657_109"	"H. Enghoff"	"2/8/1989"	"Ermita de Las Nieves 1130m"	""	"La Gomera"	"Canary Islands"	28.101134	-17.202401	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4069"	"UB2783"	"P. Oromí"	"1/2/1982"	"Pinar del Infante"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.130794	-17.282267	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4070"	"UB2784"	"P. Oromí"	"1/2/1982"	"Pinar del Infante"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.130794	-17.282267	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4071"	"UB2827_117"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4072"	"UB2828"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4073"	"UB2829"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4074"	"UB2914"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4075"	"UB2919"	"P. Oromí & Arnedo"	"4/30/1995"	"Plain Land between Barranco Higuera and Barranco San juan."	""	"La Gomera"	"Canary Islands"	28.19332	-17.29294	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4076"	"UB2924"	"P. Oromí & Arnedo"	"5/1/1995"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4077"	"UB2926"	"P. Oromí & Arnedo"	"5/1/1995"	"Barranco de Juel"	"Hermigua"	"La Gomera"	"Canary Islands"	28.151547	-17.162962	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4078"	"UB2971"	"P. Oromí"	"12/29/1994"	"Montaña del Dinero"	""	"La Gomera"	"Canary Islands"	28.15943312	-17.243576	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4079"	"UB3141_133 (freezer)"	"P. Oromí"	"11/2/1995"	"Ojila"	""	"La Gomera"	"Canary Islands"	28.118032	-17.21105	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4080"	"UB4019_Freezer"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4081"	"UB4020_Freezer"	"P. Oromí"	"12/9/1994"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4082"	"UB4133(70)_Freezer"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4083"	"UB4135(65)_Freezer"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4084"	"UB4143(82)_Freezer"	"P. Oromí & Arnedo"	"4/30/1995"	"Chorros de Epina"	""	"La Gomera"	"Canary Islands"	28.167036	-17.305892	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4085"	"UB4144 (85)_Freezer"	"P. Oromí & Arnedo"	"4/30/1995"	"Chorros de Epina"	""	"La Gomera"	"Canary Islands"	28.167036	-17.305892	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4086"	"UB4148(95)_Freezer"	"P. Oromí & Arnedo"	"4/30/1995"	"Plain Land between Barranco Higuera and Barranco San juan."	""	"La Gomera"	"Canary Islands"	28.19332	-17.29294	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4087"	"UB4151 (100)_Freezer"	"P. Oromí & Arnedo"	"4/30/1995"	"Plain Land between Barranco Higuera and Barranco San juan."	""	"La Gomera"	"Canary Islands"	28.19332	-17.29294	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4088"	"UB4154(103)_Freezer"	"P. Oromí & Arnedo"	"5/1/1995"	"Barranco de Majona"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.15183	-17.139235	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4089"	"UB4159(113)_Freezer"	"P. Oromí & Arnedo"	"5/1/1995"	"Barranco de Juel"	"Hermigua"	"La Gomera"	"Canary Islands"	28.151547	-17.162962	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4090"	"UB4164(118)_Freezer"	"P. Oromí & Arnedo"	"5/1/1995"	"Barranco de Juel"	"Hermigua"	"La Gomera"	"Canary Islands"	28.151547	-17.162962	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4091"	"CRBA003711"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"4439"	"CRBA002224"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4440"	"CRBA002225"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4441"	"CRBA002226"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4442"	"CRBA002278"	"M. Roca-Cusachs"	"12/21/2013"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4443"	"CRBA002279"	"M. Roca-Cusachs"	"2/7/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4444"	"CRBA002280"	"M. Roca-Cusachs"	"2/7/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4445"	"CRBA002282"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4446"	"CRBA002283"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4447"	"CRBA002284"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4448"	"CRBA002285"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4449"	"CRBA002286"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4450"	"CRBA002287"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4451"	"CRBA002288"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4452"	"CRBA002289"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4453"	"CRBA002290"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4454"	"CRBA002291"	"M. Roca-Cusachs"	"2/7/2014"	"El Castillo"	"Garafía"	"La Palma"	"Canary Islands"	28.79636	-17.971169	"Dysdera"	"Western Canarian"	"calderensis_P"
"4455"	"CRBA002292"	"M. Roca-Cusachs"	"2/10/2014"	"Mendo"	"El Paso"	"La Palma"	"Canary Islands"	28.557572	-17.867541	"Dysdera"	"Western Canarian"	"calderensis_P"
"4456"	"CRBA002293"	"M. Roca-Cusachs"	"2/10/2014"	"Mendo"	"El Paso"	"La Palma"	"Canary Islands"	28.557572	-17.867541	"Dysdera"	"Western Canarian"	"calderensis_P"
"4457"	"CRBA002294"	"M. Roca-Cusachs"	"2/10/2014"	"Mendo"	"El Paso"	"La Palma"	"Canary Islands"	28.557572	-17.867541	"Dysdera"	"Western Canarian"	"calderensis_P"
"4458"	"CRBA002295"	"M. Roca-Cusachs"	"3/13/2014"	"Mendo"	"El Paso"	"La Palma"	"Canary Islands"	28.557572	-17.867541	"Dysdera"	"Western Canarian"	"calderensis_P"
"4459"	"CRBA002296"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4460"	"CRBA002297"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4461"	"CRBA002298"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4462"	"CRBA002299"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4463"	"CRBA002300"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4464"	"CRBA002301"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4465"	"CRBA002302"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4466"	"CRBA002303"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4467"	"CRBA002304"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4468"	"CRBA002305"	"M. Roca-Cusachs"	"3/13/2014"	"Juan Adalid"	"Garafía"	"La Palma"	"Canary Islands"	28.843639	-17.90635	"Dysdera"	"Western Canarian"	"calderensis_P"
"4469"	"CRBA002313"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4470"	"CRBA002314"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4471"	"CRBA002315"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4472"	"CRBA002316"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
"4473"	"CRBA002317"	"M. Roca-Cusachs"	"4/4/2014"	"Roque Faro"	"Garafía"	"La Palma"	"Canary Islands"	28.798556	-17.879149	"Dysdera"	"Western Canarian"	"calderensis_P"
